,close
2025-07-29,286.3975524902344
2025-07-30,278.66436767578125
2025-07-31,278.00494384765625
2025-08-01,276.3064270019531
2025-08-04,276.3064270019531
2025-08-05,271.6605529785156
2025-08-06,266.1653747558594
2025-08-07,276.55621337890625
2025-08-08,270.66143798828125
2025-08-11,275.4072265625
2025-08-12,285.6482238769531
2025-08-13,281.8515625
2025-08-14,276.2565002441406
2025-08-18,282.0513916015625
2025-08-19,283.7498779296875
2025-08-20,290.2441711425781
2025-08-21,287.1468811035156
2025-08-22,290.5438842773437
2025-08-25,303.03289794921875
2025-08-26,285.4483947753906
2025-08-28,286.0478515625
2025-08-29,284.349365234375
2025-09-01,281.9015197753906
2025-09-02,286.94708251953125
2025-09-03,298.2870788574219
2025-09-04,294.44049072265625
2025-09-05,296.0390625
2025-09-08,301.9838256835937
2025-09-09,299.985595703125
2025-09-10,302.083740234375
2025-09-11,312.6744079589844
2025-09-12,318.51922607421875
2025-09-15,310.92596435546875
2025-09-16,310.7261047363281
2025-09-17,307.3291015625
2025-09-18,303.5824279785156
2025-09-19,294.7402038574219
2025-09-22,297.737548828125
2025-09-23,287.2967529296875
2025-09-24,283.699951171875
2025-09-25,280.6026611328125
2025-09-26,266.7149353027344
2025-09-29,277.4054870605469
2025-09-30,276.75604248046875
2025-10-01,288.04608154296875
2025-10-03,285.9979248046875
2025-10-06,288.04608154296875
2025-10-07,289.8944702148437
2025-10-08,283.0505065917969
2025-10-09,280.8524475097656
2025-10-10,284.7490234375
2025-10-13,283.40020751953125
2025-10-14,282.0513916015625
2025-10-15,279.1539306640625
2025-10-16,280.3529052734375
2025-10-17,276.6561279296875
2025-10-20,274.5080261230469
2025-10-21,290.09429931640625
2025-10-23,283.5001220703125
2025-10-24,282.900634765625
2025-10-27,283.3502502441406
2025-10-28,281.8016052246094
2025-10-29,285.3484802246094
2025-10-30,288.3458557128906
2025-10-31,281.55181884765625
2025-11-03,272.4098815917969
2025-11-04,273.5588684082031
2025-11-06,268.8630065917969
2025-11-07,264.8665466308594
2025-11-10,257.7727966308594
2025-11-11,251.5782470703125
2025-11-12,254.97525024414065
2025-11-13,250.82891845703125
2025-11-14,250.3793182373047
2025-11-17,251.97789001464844
2025-11-18,246.38284301757807
2025-11-19,242.6860809326172
2025-11-20,244.18475341796875
2025-11-21,237.84036254882807
2025-11-24,232.9446716308593
2025-11-25,236.64141845703125
2025-11-26,233.4941864013672
2025-11-27,232.2452850341797
2025-11-28,229.9473114013672
2025-12-01,226.34048461914065
2025-12-02,221.88442993164065
2025-12-03,218.21766662597656
2025-12-04,219.04693603515625
2025-12-05,212.45274353027344
2025-12-08,210.06483459472656
2025-12-09,216.9987335205078
2025-12-10,216.21942138671875
2025-12-11,226.13067626953125
2025-12-12,228.1189422607422
2025-12-15,230.3669586181641
2025-12-16,230.7166290283203
2025-12-17,234.8030242919922
2025-12-18,232.5749969482422
2025-12-19,232.50506591796875
2025-12-22,234.38340759277344
2025-12-23,235.7322235107422
2025-12-24,236.85122680664065
2025-12-26,230.9164581298828
2025-12-29,235.4524688720703
2025-12-30,234.16358947753903
2025-12-31,237.2808532714844
2026-01-01,237.6305389404297
2026-01-02,240.2582244873047
2026-01-05,238.4198608398437
2026-01-06,230.5567779541016
2026-01-07,230.4568634033203
2026-01-08,228.7883453369141
2026-01-09,226.2006072998047
2026-01-12,223.1233367919922
2026-01-13,224.3922119140625
2026-01-14,221.57470703125
2026-01-15,221.57470703125
2026-01-16,216.3592987060547
2026-01-19,213.42189025878903
2026-01-20,209.49533081054688
2026-01-21,204.0101776123047
2026-01-22,206.5679168701172
2026-01-23,198.7847900390625
2026-01-27,207.02752685546875
2026-01-28,216.16946411132807
2026-01-29,214.1412506103516
2026-01-30,225.58116149902344
2026-02-02,217.2684936523437
2026-02-03,217.1585998535156
2026-02-04,228.528564453125
2026-02-05,226.9099884033203
2026-02-06,221.58999633789065
2026-02-09,228.02999877929688
2026-02-10,236.8500061035156
2026-02-11,228.7400054931641
2026-02-12,223.9600067138672
2026-02-13,224.63999938964844
2026-02-16,226.1000061035156
2026-02-17,234.8300018310547
2026-02-18,230.92999267578125
2026-02-19,228.72999572753903
2026-02-20,231.6100006103516
2026-02-23,231.4900054931641
2026-02-24,231.6000061035156
2026-02-25,233.9199981689453
2026-02-26,234.9199981689453
2026-02-27,236.0
2026-03-02,232.27999877929688
2026-03-04,224.57000732421875
2026-03-05,231.22999572753903
2026-03-06,228.3999938964844
2026-03-09,219.4600067138672
2026-03-10,224.1300048828125
2026-03-11,230.2400054931641
2026-03-12,240.0800018310547
2026-03-13,255.6100006103516
2026-03-16,244.88999938964844
2026-03-17,247.009994506836
2026-03-18,248.69000244140625
2026-03-19,262.0299987792969
2026-03-20,246.3699951171875
2026-03-23,237.5500030517578
2026-03-24,249.1000061035156
2026-03-25,254.1199951171875
2026-03-27,269.4100036621094
2026-03-30,261.6099853515625
2026-04-01,266.79998779296875
2026-04-02,274.6499938964844
2026-04-06,280.25
2026-04-07,277.20001220703125
2026-04-08,273.20001220703125
2026-04-09,273.1000061035156
2026-04-10,268.6499938964844
2026-04-13,284.04998779296875
2026-04-15,285.3999938964844
2026-04-16,287.45001220703125
2026-04-17,304.6499938964844
2026-04-20,299.04998779296875
2026-04-21,296.25
2026-04-22,303.54998779296875
2026-04-23,309.20001220703125
2026-04-24,305.29998779296875
2026-04-27,309.20001220703125
2026-04-28,305.20001220703125
2026-04-29,303.1000061035156
2026-04-30,302.8500061035156
2026-05-01,302.8500061035156
2026-05-04,298.75
2026-05-05,295.5
2026-05-06,296.45001220703125
2026-05-07,298.54998779296875
2026-05-08,282.79998779296875
2026-05-11,290.25
2026-05-12,283.79998779296875
2026-05-13,282.54998779296875
2026-05-14,283.04998779296875
2026-05-15,276.0
2026-05-18,275.6000061035156
2026-05-19,282.8500061035156
2026-05-20,281.6499938964844
2026-05-21,282.6499938964844
2026-05-22,290.20001220703125
2026-05-25,300.6000061035156
2026-05-26,302.75
2026-05-27,305.6000061035156
2026-05-28,305.6000061035156
2026-05-29,310.1000061035156
2026-06-01,307.20001220703125
2026-06-02,334.75
2026-06-03,329.04998779296875
2026-06-04,345.8500061035156
2026-06-05,356.6499938964844
2026-06-08,352.25
2026-06-09,348.70001220703125
2026-06-10,336.8999938964844
2026-06-11,334.45001220703125
2026-06-12,335.75
2026-06-15,347.25
2026-06-16,339.6499938964844
2026-06-17,331.79998779296875
2026-06-18,331.8999938964844
2026-06-19,337.6499938964844
2026-06-22,349.8500061035156
2026-06-23,351.29998779296875
2026-06-24,359.29998779296875
